阿卡迪亚,21791,26103,19.79%,工业园区,湖东
埃拉国际,26138,30263,15.78%,工业园区,湖东
澳韵花园,25500,30526,19.71%,工业园区,湖东
白塘壹号,26941,29443,9.29%,工业园区,湖东
第五元素,25500,27264,6.92%,工业园区,湖东
东方维罗纳,21430,21593,0.76%,工业园区,湖东
东湖大郡二期,25500,29222,14.60%,工业园区,湖东
东湖大郡三期,26500,25951,-2.07%,工业园区,湖东
东湖大郡四期,28010,33552,19.79%,工业园区,湖东
东湖大郡一期,26000,27614,6.21%,工业园区,湖东
东湖林语,23834,26189,9.88%,工业园区,湖东
翡翠国际,29917,32607,8.99%,工业园区,湖东
枫情水岸,26500,32302,21.89%,工业园区,湖东
凤凰城,21008,22492,7.06%,工业园区,湖东
橄榄湾,21000,23979,14.19%,工业园区,湖东
观澜丽宫,19165,23833,24.36%,工业园区,湖东
海德公园,25634,27200,6.11%,工业园区,湖东
海尚壹品,30983,36945,19.24%,工业园区,湖东
翰林缘花园,21005,23524,11.99%,工业园区,湖东
和风景苑,18371,17904,-2.54%,工业园区,湖东
和风雅致,42185,45442,7.72%,工业园区,湖东
荷韵新村,20000,19517,-2.42%,工业园区,湖东
湖畔天城,25000,28857,15.43%,工业园区,湖东
蝴蝶湾,27206,28539,4.90%,工业园区,湖东
华庭苑,29095,30688,5.48%,工业园区,湖东
嘉怡苑,35692,40810,14.34%,工业园区,湖东
金色湖滨,20985,23998,14.36%,工业园区,湖东
金色尚城,22000,25885,17.66%,工业园区,湖东
泾园新村,14443,17859,23.65%,工业园区,湖东
九龙仓二期-繁华里,29441,33272,13.01%,工业园区,湖东
九龙仓三期-年华里,26598,28845,8.45%,工业园区,湖东
九龙仓一期-时代上城,29299,37827,29.11%,工业园区,湖东
君地?上郡,20964,23293,11.11%,工业园区,湖东
朗琴湾花园,17778,27976,57.36%,工业园区,湖东
朗诗未来街区,22483,25880,15.11%,工业园区,湖东
乐嘉大厦,22002,30602,39.09%,工业园区,湖东
莲花二区,17469,19552,11.92%,工业园区,湖东
莲花六区,19868,18623,-6.27%,工业园区,湖东
莲花七区,22592,18399,-18.56%,工业园区,湖东
莲花五区,20374,19829,-2.67%,工业园区,湖东
莲花一区,19194,20163,5.05%,工业园区,湖东
莲香新村,20800,20097,-3.38%,工业园区,湖东
玲珑湾花园,35762,43183,20.75%,工业园区,湖东
路劲i主场,23069,25401,10.11%,工业园区,湖东
路劲尚澜湾,26646,31048,16.52%,工业园区,湖东
绿地华尔道名邸,35197,34617,-1.65%,工业园区,湖东
名湖花园,29461,34246,16.24%,工业园区,湖东
南山巴黎,25500,30063,17.89%,工业园区,湖东
欧洲城,25394,28017,10.33%,工业园区,湖东
青剑湖花园,15135,17304,14.33%,工业园区,湖东
荣域,29000,34455,18.81%,工业园区,湖东
尚玲珑,36029,46419,28.84%,工业园区,湖东
圣缇哥,14963,14786,-1.18%,工业园区,湖东
首开悦澜湾,21555,23755,10.21%,工业园区,湖东
水墨三十度,26027,29521,13.42%,工业园区,湖东
淞泽家园,16522,17054,3.22%,工业园区,湖东
天骄花园,16410,18957,15.52%,工业园区,湖东
汀兰家园,19412,17969,-7.43%,工业园区,湖东
香堤澜湾,17106,18022,5.35%,工业园区,湖东
星湖名轩,19519,22549,15.52%,工业园区,湖东
雅戈尔来来城二期,33204,40538,22.09%,工业园区,湖东
雅戈尔末来城五期,34974,40690,16.34%,工业园区,湖东
雅戈尔璞墅,26734,33567,25.56%,工业园区,湖东
雅戈尔太阳城,26396,28048,6.26%,工业园区,湖东
雅戈尔未来城三期,34019,37709,10.85%,工业园区,湖东
怡和花园,33267,37315,12.17%,工业园区,湖东
亿城新地三期-香颂花园,24212,22414,-7.43%,工业园区,湖东
亿城新天地二期-榭雨苑,22801,22592,-0.92%,工业园区,湖东
亿城新天地一期-钟南花苑,22638,24557,8.48%,工业园区,湖东
圆融星座公寓,34586,39887,15.33%,工业园区,湖东
悦湖,20578,27044,31.42%,工业园区,湖东
张泾二村,18658,18689,0.17%,工业园区,湖东
置地青湖语城,21841,23295,6.66%,工业园区,湖东
中海-国际杜区,30973,29165,-5.84%,工业园区,湖东
中海-国际社区六区-普罗旺斯,28674,31695,10.54%,工业园区,湖东
中海-国际社区七区-拉德芳斯,29462,32187,9.25%,工业园区,湖东
中海-国际社区三区-橙郡,27338,31327,14.59%,工业园区,湖东
中海-国际社区四区-公园道,29062,32078,10.38,工业园区,湖东
中海-国际社区五区-长岛湾,31017,35091,13.13%,工业园区,湖东
中海-国际社区一区-爱丁堡,29545,28056,-5.04%,工业园区,湖东
中海-湖滨一号,36059,45191,25.33%,工业园区,湖东
中海-星湖国际,34655,40445,16.71%,工业园区,湖东
中旅蓝岸国际,22500,26782,19.03%,工业园区,湖东
中信森林湖,21141,23816,12.65%,工业园区,湖东
中央景城,35457,37861,6.78%,工业园区,湖东
城市经典,17059,22395,31.28%,工业园区,湖西
大湖城邦,25722,30369,18.07%,工业园区,湖西
东方花园,18688,13479,-27.87%,工业园区,湖西
东港二村,22674,24356,7.42%,工业园区,湖西
东港新村,20035,22423,11.92%,工业园区,湖西
都市花园,32250,34700,7.60%,工业园区,湖西
独墅苑,25854,22414,-13.31%,工业园区,湖西
风华苑,13242,17396,31.37%,工业园区,湖西
葑谊新村,14180,20307,43.21%,工业园区,湖西
凤凰广场,29277,32048,9.46%,工业园区,湖西
富华苑,18686,23435,25.41%,工业园区,湖西
贵都花园,30436,31806,4.50%,工业园区,湖西
恒润后街,16390,21659,32.15%,工业园区,湖西
宏葑四村,14249,20453,43.54%,工业园区,湖西
湖畔花园,29168,32698,12.10%,工业园区,湖西
湖左岸,32864,36345,10.59%,工业园区,湖西
环球188,33664,35012,4.00%,工业园区,湖西
加城花园,35245,43730,24.07%,工业园区,湖西
金益二村,22046,21473,-2.60%,工业园区,湖西
金益四村,19289,22299,15.60%,工业园区,湖西
金益新村,18101,22312,23.26%,工业园区,湖西
群星苑,18611,20701,11.23%,工业园区,湖西
群谊二村,19035,20441,7.39%,工业园区,湖西
群谊新村,15964,20253,26.87%,工业园区,湖西
韶山花园,32602,31337,-3.88%,工业园区,湖西
水云居,28077,40325,43.62%,工业园区,湖西
四季新家园,31521,37635,19.40%,工业园区,湖西
苏安新村,16235,19319,19.00%,工业园区,湖西
苏都花园,30615,41605,35.90%,工业园区,湖西
天骄美地,24019,28359,18.07%,工业园区,湖西
天域,,38353,,工业园区,湖西
通园新村,16700,19651,17.67%,工业园区,湖西
万科金域缇香,28217,35655,26.36%,工业园区,湖西
万杨香樟公寓,22023,28624,29.97%,工业园区,湖西
夏家桥100号,15603,19213,23.14%,工业园区,湖西
夏园新村,17022,22721,33.48%,工业园区,湖西
新城花园,,28000,,工业园区,湖西
新华苑,20929,22016,5.19%,工业园区,湖西
新加花园,26492,29847,12.66%,工业园区,湖西
新苏苑,16294,17420,6.91%,工业园区,湖西
新天翔广场铂金公寓,23330,35123,50.55%,工业园区,湖西
徐家浜二村,17768,21418,20.54%,工业园区,湖西
徐家浜新村,17732,20563,15.97%,工业园区,湖西
徐家浜一村,16496,20563,24.65%,工业园区,湖西
怡葑庭,16541,20228,22.29%,工业园区,湖西
优山美地,20460,25039,22.38%,工业园区,湖西
中海-御湖熙岸,35511,39307,10.69%,工业园区,湖西
中新置地悦湖,,26993,,工业园区,湖西
MAX未来,17004,19652,15.57%,高新区,
白马涧花园,10813,13733,27.00%,高新区,
宝带熙岸,16001,19192,19.94%,高新区,
保利雅苑,23220,28176,21.34%,高新区,
滨河花园,20962,24296,15.90%,高新区,
彩云花园,12513,13460,7.57%,高新区,
丹景廷,12395,17059,37.63%,高新区,
东浜花园,14677,19919,35.72%,高新区,
枫津新村,15450,17987,16.42%,高新区,
富康小区,13223,16204,22.54%,高新区,
格林花园,18183,23843,31.13%,高新区,
姑苏公馆,,30857,,高新区,
国际公馆,28471,28846,1.32%,高新区,
何山花园,22880,23838,4.19%,高新区,
恒达清水园,18042,24116,33.67%,高新区,
湖畔翠庭,18016,18539,2.90%,高新区,
湖畔佳苑,16287,19457,19.46%,高新区,
浒新金榈湾,13642,16864,23.62%,高新区,
华通花园,9574,12947,35.23%,高新区,
汇豪国际,24031,24889,3.57%,高新区,
惠丰花园,11665,14674,25.80%,高新区,
佳林花苑,11432,22087,93.20%,高新区,
嘉多利花园,19546,24738,26.56%,高新区,
嘉业阳光假日,14833,21940,47.91%,高新区,
建鑫铂客,13450,17596,30.83%,高新区,
今日家园,19023,24198,27.20%,高新区,
金枫苑,18542,22153,19.47%,高新区,
金河国际华庭,27659,28903,4.50%,高新区,
金科王府,25611,27962,9.18%,高新区,
金色家园,16630,19074,14.70%,高新区,
君风华地,20491,24287,18.53%,高新区,
康佳花园,14317,17809,24.39%,高新区,
朗地蓝山郡,15016,19109,27.26%,高新区,
林枫苑,14163,17588,24.18%,高新区,
龙湖时代天街,,30866,,高新区,
马浜花园,14980,18103,20.85%,高新区,
美田山水之恋,14935,20559,37.66%,高新区,
美之苑,17897,23019,28.62%,高新区,
青山绿庭,16311,19741,21.03%,高新区,
山湖湾,18706,18904,1.06%,高新区,
上河郡,14080,18720,32.95%,高新区,
狮山峰汇,16654,20500,23.09%,高新区,
狮山花苑,24147,24779,2.62%,高新区,
狮山新苑,24372,29414,20.69%,高新区,
时代花园,18819,24155,28.35%,高新区,
世纪花园,18967,22015,16.07%,高新区,
曙光苑,16076,20655,28.48%,高新区,
水秀坊,17309,20905,20.78%,高新区,
天都花园,21528,26681,23.94%,高新区,
万枫家园,14380,18884,31.32%,高新区,
新创?理想城,11873,16112,35.70%,高新区,
新创大河山,13146,16643,26.60%,高新区,
新创竹园,15705,21375,36.10%,高新区,
新港名都花园,20356,24789,21.78%,高新区,
新港名墅,11842,15767,33.14%,高新区,
新浒花园,11126,14670,31.85%,高新区,
新升新苑,17998,20684,14.92%,高新区,
新狮新苑,13675,17410,27.31%,高新区,
馨泰花苑,18883,21853,15.73%,高新区,
鑫苑国际,20628,25711,24.64%,高新区,
星韵花园,19857,21665,9.11%,高新区,
旭辉华庭,14339,17881,24.70%,高新区,
旭辉苹果乐园,15122,15137,0.10%,高新区,
旭辉御府,20768,25870,24.57%,高新区,
阳光公寓,20037,23800,18.78%,高新区,
阳山花园,10982,13717,24.90%,高新区,
怡馨花园,18207,23239,27.64%,高新区,
玉山苑,22397,26702,19.22%,高新区,
御花园,24322,28318,16.43%,高新区,
云锦城,11831,16251,37.36%,高新区,
浙建枫华紫园,15849,19091,20.46%,高新区,
中梁香缇,27447,31548,14.94%,高新区,
中锐?山水映象,16577,19997,20.63%,高新区,
八宝街小区,16937,21565,27.32%,姑苏区,
宝石御景园,20366,23718,16.46%,姑苏区,
北园新村,13239,18586,40.39%,姑苏区,
博雅苑,20367,28560,40.23%,姑苏区,
采香花园,22787,25324,11.13%,姑苏区,
彩虹新村,12404,17930,44.55%,姑苏区,
彩虹一村,13198,16643,26.10%,姑苏区,
彩香二村,13980,18445,31.94%,姑苏区,
彩香新村,14872,17325,16.49%,姑苏区,
彩香一村,14178,18515,30.59%,姑苏区,
彩香一村二区,14341,16673,16.26%,姑苏区,
彩香一村四区,13478,16695,23.87%,姑苏区,
彩香一村五区,12732,17914,40.70%,姑苏区,
彩香一村一区,14143,17596,24.41%,姑苏区,
春馨苑,12369,17068,37.99%,姑苏区,
翠园新村,17210,15753,-8.47%,姑苏区,
大龙港新村,13103,18882,44.10%,姑苏区,
鼎尚花园,14158,20860,47.34%,姑苏区,
鼎泰花园,19230,23031,19.77%,姑苏区,
东大街12号,17651,19069,8.03%,姑苏区,
东方苑小区,13978,17602,25.93%,姑苏区,
东环新村,13583,18610,37.01%,姑苏区,
凤凰街观音弄,18679,26297,40.78%,姑苏区,
福星小区,15559,20829,33.87%,姑苏区,
福星新城,21814,25659,17.63%,姑苏区,
公园天下,18847,25803,36.91%,姑苏区,
姑香苑,16413,19132,16.57%,姑苏区,
观景二村,13867,15524,11.95%,姑苏区,
观景新村,13218,15901,20.30%,姑苏区,
广大家园,16941,18951,11.86%,姑苏区,
桂花新村,25142,29672,18.02%,姑苏区,
寒舍,27167,24506,-9.79%,姑苏区,
和润家园,17189,20576,19.70%,姑苏区,
宏葑二村,16307,20092,23.21%,姑苏区,
宏葑三村,16083,18042,12.18%,姑苏区,
宏葑新村,16046,19768,23.20%,姑苏区,
宏葑一村,17213,17245,0.19%,姑苏区,
虹桥小区,14334,17821,24.33%,姑苏区,
胡家浜,12776,17586,37.65%,姑苏区,
湖山新意,23160,26908,16.18%,姑苏区,
华银花园,14080,17806,26.46%,姑苏区,
化工新村,18986,21870,15.19%,姑苏区,
惠康新地,13843,16542,19.50%,姑苏区,
机械新村,13619,17735,30.22%,姑苏区,
佳安别院,19467,31818,63.45%,姑苏区,
家悦花园,15527,20573,32.50%,姑苏区,
嘉业阳光城,14022,20157,43.75%,姑苏区,
解放新村,12448,17856,43.44%,姑苏区,
金城1958,16333,20692,26.69%,姑苏区,
金帝名园,22258,25205,13.24%,姑苏区,
金都名苑,21662,25681,18.55%,姑苏区,
金桥新村,13694,18933,38.26%,姑苏区,
金塘新村,15017,17690,17.80%,姑苏区,
金之枫花园,19126,24074,25.87%,姑苏区,
锦沧花园,26315,31063,18.04%,姑苏区,
锦书清华里,30738,32344,5.22%,姑苏区,
锦绣新苑,14469,19376,33.91%,姑苏区,
敬文里小区,18471,22463,21.61%,姑苏区,
橘子国花园,21375,23479,9.84%,姑苏区,
朗诗南门绿郡,37704,39871,5.75%,姑苏区,
老禾家塘岸,14872,16088,8.18%,姑苏区,
里河新村,15060,17960,19.26%,姑苏区,
菱塘新村,15648,20498,30.99%,姑苏区,
领秀冠南苑,18030,23757,31.76%,姑苏区,
领秀江南,24900,29798,19.67%,姑苏区,
龙西新村,14246,19229,34.98%,姑苏区,
娄江新村,14216,19285,35.66%,姑苏区,
梅亭苑,13323,19362,45.33%,姑苏区,
木杏新村,20053,28311,41.18%,姑苏区,
南浩花园,18150,22865,25.98%,姑苏区,
南华公寓,13446,18386,36.74%,姑苏区,
南环花苑,14031,19688,40.32%,姑苏区,
南林苑,25572,31145,21.79%,姑苏区,
南门新村,15882,13090,-17.58%,姑苏区,
南石皮弄,22338,28571,27.90%,姑苏区,
南园花苑,20797,22346,7.45%,姑苏区,
南园南路,17216,18228,5.88%,姑苏区,
南园新村,15368,25049,62.99%,姑苏区,
内马路,12701,19238,51.47%,姑苏区,
倪家苑,16505,19343,17.19%,姑苏区,
盘门雅苑,18004,23400,29.97%,姑苏区,
盘溪新村,12964,18080,39.46%,姑苏区,
平江怡景,22881,30413,32.92%,姑苏区,
润达新村,12758,17530,37.40%,姑苏区,
三香新村,12603,17501,38.86%,姑苏区,
三元二村,13082,19478,48.89%,姑苏区,
三元三村,13695,17843,30.29%,姑苏区,
三元四村,12911,18854,46.03%,姑苏区,
三元一村,12681,17759,40.04%,姑苏区,
世茂运河城,22307,26598,19.24%,姑苏区,
水城丽都,20763,24718,19.05%,姑苏区,
四季晶华,23869,26132,9.48%,姑苏区,
苏锦二村,16034,20438,27.47%,姑苏区,
苏医新村,19605,22971,17.17%,姑苏区,
泰南苑,16862,18286,8.45%,姑苏区,
唐家巷,16580,29093,75.47%,姑苏区,
天辰花园,24783,28171,13.67%,姑苏区,
天筑家园,15666,22603,44.28%,姑苏区,
桐芳苑小区,20263,28509,40.69%,姑苏区,
桐泾新村,13467,19358,43.74%,姑苏区,
桐馨苑,15842,19945,25.90%,姑苏区,
团结桥巷小区,14589,16571,13.59%,姑苏区,
万达广场,15552,22336,43.62%,姑苏区,
万科金色家园,23327,27267,16.89%,姑苏区,
万科长风别墅,28568,34556,20.96%,姑苏区,
网师花园,30983,33563,8.33%,姑苏区,
闻钟苑,15302,20435,33.54%,姑苏区,
西园路小区,12341,15018,21.69%,姑苏区,
现代花园,13116,19975,52.29%,姑苏区,
相门后庄,14499,18263,25.96%,姑苏区,
相门新村,18414,20681,12.31%,姑苏区,
象牙新村,12860,18460,43.55%,姑苏区,
小施家弄,19570,21767,11.23%,姑苏区,
新沧花园,20833,23971,15.06%,姑苏区,
新港名仕花园,18605,28068,50.86%,姑苏区,
新康花园,18137,22990,26.76%,姑苏区,
新南环新村,16005,21135,32.05%,姑苏区,
新湘苑,18505,27381,47.97%,姑苏区,
新养蚕里新村,25499,27737,8.78%,姑苏区,
新庄二村,15515,18478,19.10%,姑苏区,
新庄西路18号,13174,15991,21.38%,姑苏区,
新庄新村,12320,16293,32.25%,姑苏区,
馨泓花园,22084,22727,2.91%,姑苏区,
胥虹苑,24657,22987,-6.77%,姑苏区,
胥江路136号,14534,18775,29.18%,姑苏区,
胥江新村,13723,18148,32.25%,姑苏区,
胥馨家园,15373,23809,54.88%,姑苏区,
严衙弄小区,16970,24817,46.24%,姑苏区,
燕家浜,18406,20974,13.95%,姑苏区,
杨技新村,15748,19592,24.41%,姑苏区,
养蚕里新村,19785,25010,26.41%,姑苏区,
养育巷小区,19059,19716,3.45%,姑苏区,
怡景万家,20596,24164,17.32%,姑苏区,
挹秀新村,14088,18355,30.29%,姑苏区,
银桥新村,17871,23459,31.27%,姑苏区,
银泰花园,14286,19703,37.92%,姑苏区,
油车场小区,15817,22011,39.16%,姑苏区,
友联二村,14046,18689,33.06%,姑苏区,
友联一村,14062,19087,35.73%,姑苏区,
玉兰新村,24507,26923,9.86%,姑苏区,
云庭城市中心花园,17412,22339,28.30%,姑苏区,
长岛花园,23515,29206,24.20%,姑苏区,
长欣苑,16880,21329,26.36%,姑苏区,
中海凤凰熙岸,23131,26517,14.64%,姑苏区,
中海胥江府,18018,28409,57.67%,姑苏区,
中海御景湾,17015,19783,16.27%,姑苏区,
中军新村,14264,16812,17.86%,姑苏区,
中梁天御,21629,29200,35.00%,姑苏区,
中天品园,22674,25864,14.07%,姑苏区,
钟楼新村,19536,20277,3.79%,姑苏区,
仲雅苑,17147,21734,26.75%,姑苏区,
竹苑新村,17195,27466,59.73%,姑苏区,
奥林清华,8334,16569,98.81%,吴江区,
海悦花园,13084,13238,1.18%,吴江区,
湖滨华城幸福苑,9453,13154,39.15%,吴江区,
金科廊桥水岸,8895,15760,77.18%,吴江区,
金域华府,8140,15384,88.99%,吴江区,
流虹新村,13029,12109,-7.06%,吴江区,
流虹苑,8872,11839,33.44%,吴江区,
鲈乡二区,9199,10841,17.85%,吴江区,
美岸青幸福里,9189,12756,38.82%,吴江区,
欧风华庭,13930,16459,18.16%,吴江区,
山湖花园三区,9502,12992,36.73%,吴江区,
上海城,8111,14713,81.40%,吴江区,
塘南新村,13514,14896,10.23%,吴江区,
伟业迎春华府,10670,15336,43.73%,吴江区,
伟业迎春世家,12699,15347,20.85%,吴江区,
吴越尚院,13784,17960,30.30%,吴江区,
吴越祥庭,11481,16000,39.36%,吴江区,
祥瑞苑,9741,13689,40.53%,吴江区,
新港天城,9510,13110,37.85%,吴江区,
新湖明珠城,13974,17519,25.37%,吴江区,
阳光嘉园,10599,13138,23.96%,吴江区,
阳光悦湖公馆,14723,16489,11.99%,吴江区,
油车小区,8748,10851,24.04%,吴江区,
云梨小区,9192,10300,12.05%,吴江区,
振泰小区,9670,12902,33.42%,吴江区,
S半岛,16192,19511,20.50%,吴中区,
宝带一村,15830,17402,9.93%,吴中区,
保利观湖国际,19466,22291,14.51%,吴中区,
保利居上,18518,22881,23.56%,吴中区,
碧波二村,14947,17264,15.50%,吴中区,
碧波花园,12379,16575,33.90%,吴中区,
城南印象生活广场,13882,8495,-38.81%,吴中区,
城市恬园,16852,22487,33.44%,吴中区,
城市新贵,13592,17439,28.30%,吴中区,
城西教师新村,18201,20938,15.04%,吴中区,
萃坊新村,12774,12422,-2.76%,吴中区,
德敏花园,15115,17846,18.07%,吴中区,
东吴新村,12687,18835,48.46%,吴中区,
公交苑,12556,17409,38.65%,吴中区,
国泰新村,13025,16430,26.14%,吴中区,
国香园,12862,18468,43.59%,吴中区,
合景领汇,17553,27038,54.04%,吴中区,
湖岸名家,18331,21891,19.42%,吴中区,
湖滨花园,22175,25446,14.75%,吴中区,
花卉小区,14743,16581,12.47%,吴中区,
嘉宝广场,13831,17074,23.45%,吴中区,
嘉宝花园,20775,23284,12.08%,吴中区,
金枫美地,13748,18146,31.99%,吴中区,
开元碧水湾,17931,24749,38.02%,吴中区,
兰园公寓,12346,16653,34.89%,吴中区,
蓝调都汇,10678,11924,11.67%,吴中区,
朗诗绿色街区,18778,21471,14.34%,吴中区,
蠡墅花园天华苑,13916,16845,21.05%,吴中区,
龙苑村,12191,15379,26.15%,吴中区,
美韵公寓,13700,16656,21.58%,吴中区,
美之国花园,16908,21527,27.32%,吴中区,
木渎棕榈湾,16103,18112,12.48%,吴中区,
南城丽景,13362,20146,50.77%,吴中区,
尼盛青年城,15113,19096,26.35%,吴中区,
盘蠡新村,14798,18493,24.97%,吴中区,
山水华庭,18037,20543,13.89%,吴中区,
石湖华城,15969,20567,28.79%,吴中区,
石湖之韵,16299,22033,35.18%,吴中区,
水香二村,12756,17438,36.70%,吴中区,
水香六村,16487,17780,7.84%,吴中区,
水香五村,13518,18613,37.69%,吴中区,
水香一村,12502,18169,45.33%,吴中区,
苏香名园,13368,17299,29.41%,吴中区,
苏苑新村,14624,18712,27.95%,吴中区,
万业湖墅金典,19101,22096,15.68%,吴中区,
西塘新村,13480,17311,28.42%,吴中区,
先奇园,11010,17899,62.57%,吴中区,
香滨水岸,20598,26192,27.16%,吴中区,
新城金郡,17656,19639,11.23%,吴中区,
新旅城,16668,20009,20.04%,吴中区,
新苑新村,15072,18152,20.44%,吴中区,
阳光水榭,14762,21621,46.46%,吴中区,
阳光水韵,15226,19179,25.96%,吴中区,
月亮湾,15282,19799,29.56%,吴中区,
越湖家天下,15707,21775,38.63%,吴中区,
越湖名邸,14962,19421,29.80%,吴中区,
招商小石城,15643,19244,23.02%,吴中区,
中海独墅岛,20935,24759,18.27%,吴中区,
珠江首府,15284,17703,15.83%,吴中区,
安元佳苑,11066,13528,22.25%,相城区,
冠城水岸风景,13864,14389,3.79%,相城区,
合景峰汇国际,17249,15792,-8.45%,相城区,
红鼎湾花园二期,14725,17563,19.27%,相城区,
湖沁花园,12278,16508,34.45%,相城区,
花好月圆,16273,19469,19.64%,相城区,
华辰嘉园,17298,21078,21.85%,相城区,
华美家园,14871,18314,23.15%,相城区,
嘉和丽园,13528,17502,29.38%,相城区,
嘉元花园,13141,16669,26.85%,相城区,
凯翔国际广场,10165,11812,16.20%,相城区,
康挢溪岸,16353,19886,21.60%,相城区,
康锦苑,15817,15923,0.67%,相城区,
康桥丽都,13611,21462,57.68%,相城区,
朗悦湾,11642,15913,36.69%,相城区,
丽水花园,10111,11650,15.22%,相城区,
领岛别墅,13609,17615,29.44%,相城区,
绿色时光花园,11856,16932,42.81%,相城区,
南山檀郡,22166,24550,10.76%,相城区,
南亚花园,16747,16978,1.38%,相城区,
欧风丽苑,17638,20089,13.90%,相城区,
派客公寓,11436,10843,-5.19%,相城区,
荣盛青年公寓,13574,16543,21.87%,相城区,
荣盛阳光名邸,13408,18574,38.53%,相城区,
首开班芙春天,14704,18464,25.57%,相城区,
水漾花城,17911,20866,16.50%,相城区,
水韵花都,15057,20431,35.69%,相城区,
泰元家园,11549,14894,28.96%,相城区,
天亚水景城,13356,16698,25.02%,相城区,
万科VC小镇,16279,20340,24.95%,相城区,
西子花园,13868,16426,18.45%,相城区,
香城花园二期,14892,20781,39.54%,相城区,
香城花园三期,18398,18186,1.15%,相城区,
香城花园四期,16723,21577,29.03%,相城区,
香城花园一期,14113,19212,36.13%,相城区,
橡树湾,16408,20923,27.52%,相城区,
亿象新天地,11434,13771,20.44%,相城区,
御窑花园,11693,17983,53.79%,相城区,
御苑家园,13516,17460,29.18%,相城区,
元和之春,11229,17913,59.52%,相城区,
中惠爱丁堡,10104,12448,23.20%,相城区,
中惠晨曦馨苑,17241,21218,23.07%,相城区,
中惠晨曦印象,17563,19773,12.58%,相城区,
中惠城曦怡庭,15914,18555,16.60%,相城区,
